R_fighter,B_fighter,Winner,weight_class,R_wins,R_losses,B_wins,B_losses,fight_number,B_Stance,B_Height_cms,B_Reach_cms,B_age,B_win_by_Decision,B_win_by_KO/TKO,B_win_by_Submission,R_Stance,R_Height_cms,R_Reach_cms,R_age,R_win_by_Decision,R_win_by_KO/TKO,R_win_by_Submission,Referee,date,location,title_bout,B_avg_KD,B_avg_SIG_STR_pct,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_TD_att,B_avg_TD_landed,R_avg_KD,R_avg_SIG_STR_pct,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_avg_TD_att,R_avg_TD_landed
Molly McCann,Lara Procopio,Blue,WomenFlyweight,3,2,0,1,79,Orthodox,162.56,170.18,25,0,0,0,Orthodox,162.56,157.48,30,3,0,0,Jason Herzog,44233,"Las Vegas, Nevada, USA",FALSE,0,0.56,0,294,169,5,0,0,0.4575,0.22375,166.8125,86.125,6.4375,1.625
Timur Valiev,Martin Day,Red,Featherweight,0,1,0,3,80,Orthodox,177.8,185.42,32,0,0,0,Orthodox,167.64,170.18,31,0,0,0,Mark Smith,44233,"Las Vegas, Nevada, USA",FALSE,0.5,0.605,0.75,106,57,1,0.75,1,0.7,0,93,66,0,0
Dan Hooker,Michael Chandler,Blue,Lightweight,10,5,0,0,81,Orthodox,172.72,180.34,34,0,0,0,Switch,182.88,190.5,30,2,6,2,Marc Goddard,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,,,,,,,,0.2286376953,0.5642523193,0.2726586914,238.0290527,142.9579468,5.920654297,2.258056641
Andrew Sanchez,Makhmud Muradov,Blue,Middleweight,5,3,2,0,82,Orthodox,187.96,190.5,30,1,1,0,Orthodox,185.42,187.96,32,4,1,0,Jason Herzog,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.5,0.4,0.5,177,73.5,2,0.5,0.5625,0.4246875,0.05453125,127.796875,56.6328125,2.84375,0.453125
Julianna Pena,Sara McMann,Red,WomenBantamweight,5,2,6,5,83,Orthodox,167.64,167.64,40,3,1,2,Orthodox,167.64,175.26,31,3,2,0,Keith Peterson,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.00390625,0.5419433594,0.5290039063,85.00585938,57.00585938,4.68359375,2.359375,0,0.43203125,0.488125,131.75,78.984375,5.046875,2.390625
Jessica Eye,Joanne Calderwood,Blue,WomenFlyweight,5,8,6,5,84,Orthodox,167.64,165.1,35,4,1,1,Orthodox,167.64,167.64,34,4,0,0,Keith Peterson,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.009765625,0.4952441406,0.74328125,158.3935547,84.33398438,2.22265625,1.45703125,0,0.3187573242,0.029296875,220.4174805,74.45458984,0.564453125,0.080078125
Dustin Poirier,Conor McGregor,Red,Lightweight,18,6,10,2,85,Southpaw,175.26,187.96,32,2,8,0,Southpaw,175.26,182.88,32,7,8,3,Herb Dean,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,1.093261719,0.6369238281,0.0013671875,83.50634766,54.38427734,0.09716796875,0.0029296875,0.06524658203,0.5225306129,0.1022792089,230.5745336,146.6528025,4.765745997,0.7170652151
Brad Tavares,Antonio Carlos Junior,Red,Middleweight,12,6,7,5,86,Orthodox,187.96,200.66,30,2,0,5,Orthodox,185.42,187.96,33,10,2,0,Marc Goddard,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.4020605469,0.4418408203,99.28662109,56.19287109,7.453125,2.850585938,0.1875076294,0.236583252,0.03437896729,85.21774292,28.12729645,3.233131409,0.2865371704
Arman Tsarukyan,Matt Frevola,Red,Lightweight,2,1,2,2,87,Orthodox,175.26,180.34,30,2,0,0,Orthodox,170.18,182.88,24,2,0,0,Lukasz Bosacki,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.39875,0.40125,107.125,47.125,7.5,3.25,0,0.415,0.165,179.5,101.5,8.25,1.25
Marina Rodriguez,Amanda Ribas,Red,WomenStrawweight,2,3,4,0,88,Orthodox,160.02,167.64,27,2,0,2,Orthodox,167.64,165.1,33,2,0,0,Herb Dean,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.665,0.7575,109.5,68.625,2.125,1.25,0.0625,0.485,0.03125,146.875,85.5,0.5625,0.125
Amir Albazi,Zhalgas Zhumagulov,Red,Flyweight,1,0,0,1,89,Switch,162.56,167.64,32,0,0,0,Orthodox,165.1,172.72,27,0,0,1,Jason Herzog,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.55,0.18,126,73,11,2,0,0.42,1,46,28,1,1
Khalil Rountree Jr.,Marcin Prachnio,Blue,LightHeavyweight,4,5,0,3,90,Orthodox,190.5,187.96,32,0,0,0,Southpaw,185.42,193.04,30,1,3,0,Herb Dean,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.5375,0,31.75,21.25,0,0,1.08984375,0.4425390625,0,56.1328125,27.0703125,0,0
Nik Lentz,Movsar Evloev,Blue,CatchWeight,14,10,3,0,91,Orthodox,170.18,182.88,26,3,0,0,Orthodox,172.72,172.72,36,9,3,2,Lukasz Bosacki,44219,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.495,0.1675,186.5,97.75,6.75,2.25,0.06262207031,0.3759926856,0.1871291518,139.3857043,55.84668744,8.447746992,1.280564785
Ricky Simon,Gaetano Pirrello,Red,Bantamweight,4,2,0,0,92,Orthodox,170.18,,28,0,0,0,Orthodox,167.64,175.26,28,3,1,0,Keith Peterson,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,,,,,,,,0.125,0.436875,0.4771875,141.34375,69.9375,10.65625,5.53125
Omari Akhmedov,Tom Breese,Red,Middleweight,8,5,5,2,93,Southpaw,190.5,185.42,29,1,4,0,Orthodox,182.88,185.42,33,6,2,0,Lukasz Bosacki,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.65625,0.6365625,0,35.5625,20.53125,0.46875,0,0.002197265625,0.3468237305,0.4775830078,136.7329102,60.82617188,5.769287109,2.883544922
Warlley Alves,Mounir Lazzez,Red,Welterweight,7,4,1,0,94,Orthodox,185.42,193.04,33,1,0,0,Orthodox,180.34,182.88,30,2,1,3,Herb Dean,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.55,1,194,114,4,4,0.2509765625,0.3635546875,0.6366601563,68.92773438,33.16113281,1.931640625,1.694335938
Matt Schnell,Tyson Nam,Red,Flyweight,4,3,2,2,95,Orthodox,170.18,172.72,37,0,2,0,Orthodox,172.72,177.8,31,2,0,2,Herb Dean,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.75,0.48375,0,77.75,30.375,0.5,0,0,0.34125,0.140625,60.125,27.1875,0.765625,0.140625
Roxanne Modafferi,Viviane Araujo,Blue,WomenFlyweight,4,5,3,1,96,Orthodox,162.56,172.72,34,2,1,0,Orthodox,170.18,175.26,38,3,1,0,Keith Peterson,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.125,0.525,0.32,144,80.875,2.875,1.125,0.125,0.3302734375,0.448515625,226.1054688,106.9414063,4.7578125,2.3125
Ike Villanueva,Vinicius Moreira,Red,LightHeavyweight,0,2,0,3,97,Orthodox,193.04,193.04,31,0,0,0,Orthodox,185.42,185.42,36,0,0,0,Jason Herzog,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.46,0,7.75,4,2.25,0,0,0.645,0,39,19.5,0,0
Michael Chiesa,Neil Magny,Red,Welterweight,10,4,17,6,98,Orthodox,190.5,203.2,33,11,5,1,Southpaw,185.42,190.5,33,4,0,6,Marc Goddard,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.0312538147,0.6079427052,0.371339674,148.7551801,101.340343,6.228290319,2.602824211,0.000244140625,0.3688378906,0.7221447754,95.55822754,56.01220703,6.592041016,4.927001953
Lerone Murphy,Douglas Silva de Andrade,Red,Featherweight,1,1,4,3,99,Orthodox,170.18,172.72,35,3,1,0,Orthodox,175.26,185.42,29,0,1,0,Marc Goddard,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.046875,0.4078125,0.135,158.21875,74.75,0.796875,0.28125,0,0.45,0.25,79,44.5,1,0.5
Su Mudaerji,Zarrukh Adashev,Red,Flyweight,2,1,0,1,100,Southpaw,165.1,165.1,28,0,0,0,Southpaw,172.72,182.88,25,1,1,0,Jason Herzog,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.33,0,6,2,0,0,0.5,0.5475,0.25,59.25,35.25,0.25,0.25
Francisco Figueiredo,Jerome Rivera,Red,Flyweight,0,0,0,1,101,Southpaw,177.8,182.88,25,0,0,0,Southpaw,167.64,175.26,31,0,0,0,Marc Goddard,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.37,0,81,31,0,0,,,,,,,
Mike Davis,Mason Jones,Red,Lightweight,1,1,0,0,102,Orthodox,177.8,,25,0,0,0,Orthodox,182.88,182.88,28,0,1,0,Keith Peterson,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,,,,,,,,1,0.455,0.5,136.5,79,1,1
Dalcha Lungiambula,Markus Perez,Red,Middleweight,1,1,2,4,103,Orthodox,185.42,185.42,32,0,0,2,Orthodox,172.72,193.04,33,0,1,0,Herb Dean,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.424375,0.06125,62.9375,29.25,1.375,0.21875,0.5,0.485,0.33,56.5,38.5,4,2
Umar Nurmagomedov,Sergey Morozov,Red,Bantamweight,0,0,0,0,104,Orthodox,167.64,,31,0,0,0,Orthodox,172.72,,24,0,0,0,Jason Herzog,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,,,,,,,,,,,,,,
Victoria Leonardo,Manon Fiorot,Blue,WomenFlyweight,0,0,0,0,105,Orthodox,170.18,,30,0,0,0,Orthodox,165.1,162.56,30,0,0,0,Lukasz Bosacki,44216,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,,,,,,,,,,,,,,
Wu Yanan,Joselyne Edwards,Blue,WomenBantamweight,1,2,0,0,106,Orthodox,172.72,177.8,25,0,0,0,Orthodox,172.72,167.64,24,0,0,1,Jason Herzog,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,,,,,,,,0,0.4575,0.125,171,85.25,2.75,0.25
Punahele Soriano,Dusko Todorovic,Red,Middleweight,1,0,1,0,107,Orthodox,185.42,187.96,26,0,1,0,Southpaw,180.34,182.88,28,0,1,0,Herb Dean,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.63,0.5,167,109,2,1,2,0.59,1,46,26,1,1
Carlos Felipe,Justin Tafa,Red,Heavyweight,1,1,1,1,108,Southpaw,182.88,187.96,27,0,1,0,Orthodox,182.88,190.5,26,1,0,0,Herb Dean,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.5,0.66,0,17.5,13.5,0,0,0,0.4,0,154,66,0,0
Carlos Condit,Matt Brown,Red,Welterweight,8,9,15,11,109,Orthodox,182.88,190.5,40,2,11,2,Orthodox,187.96,190.5,36,3,4,0,Marc Goddard,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.1881270409,0.5546803197,0.1744289953,60.48771611,34.94902277,0.9355891943,0.5169135034,0.5104370117,0.35978302,0.1301753235,150.4733887,62.60731506,0.1524963379,0.1406860352
David Zawada,Ramazan Emeev,Blue,Welterweight,1,2,4,1,110,Southpaw,177.8,193.04,33,4,0,0,Orthodox,182.88,190.5,30,0,0,1,Jason Herzog,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.125,0.409375,0.285625,106.75,56.6875,9.5625,2.5,0.25,0.315,0.1,88,46.75,2.25,0.5
Joaquin Buckley,Alessio Di Chirico,Blue,Middleweight,2,1,3,5,111,Orthodox,182.88,187.96,31,2,1,0,Southpaw,177.8,193.04,26,0,2,0,Keith Peterson,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.0390625,0.363984375,0.142734375,130.7421875,48.640625,2.4765625,0.5625,1.25,0.4225,0.125,102,47,2,0.25
Santiago Ponzinibbio,Li Jingliang,Blue,Welterweight,9,2,9,4,112,Orthodox,182.88,180.34,32,3,6,0,Orthodox,182.88,185.42,34,4,5,0,Jason Herzog,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.8959960938,0.3445751953,0.5627587891,114.5046387,44.10522461,2.596191406,1.64453125,1.462890625,0.43859375,0.2506445313,159.7988281,68.84179688,0.767578125,0.751953125
Max Holloway,Calvin Kattar,Red,Featherweight,17,6,6,2,113,Orthodox,180.34,182.88,32,2,4,0,Orthodox,180.34,175.26,29,6,8,2,Herb Dean,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0.3515625,0.421484375,0.50515625,201.0703125,86.59375,0.8125,0.515625,0.01179671288,0.4065431118,0.03625488281,310.7927818,132.7679281,0.04016304016,0.04016113281
Sarah Moras,Vanessa Melo,Blue,WomenBantamweight,3,5,0,3,114,Orthodox,165.1,165.1,32,0,0,0,Orthodox,170.18,170.18,32,1,1,1,Keith Peterson,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.3125,0,186.75,75,1.25,0,0,0.4296875,0.08890625,157.8125,86.71875,1.25,0.2578125
Jacob Kilburn,Austin Lingo,Blue,Featherweight,0,1,0,1,115,Orthodox,177.8,177.8,26,0,0,0,Orthodox,175.26,182.88,25,0,0,0,Marc Goddard,44212,"Abu Dhabi, Abu Dhabi, United Arab Emirates",FALSE,0,0.19,1,68,16,1,1,0,0.5,0,9,6,0,0
Marlon Moraes,Rob Font,Blue,Bantamweight,5,3,7,3,116,Orthodox,172.72,180.34,33,2,4,1,Orthodox,167.64,170.18,32,2,2,1,Marc Goddard,44184,"Las Vegas, Nevada, USA",FALSE,0.13671875,0.4000195313,0.661640625,199.2460938,87.7109375,1.810546875,1.103515625,0.125,0.369921875,0.62890625,78.6796875,30.9453125,1.28125,0.7578125
Sijara Eubanks,Pannie Kianzad,Blue,WomenBantamweight,4,3,2,2,117,Orthodox,170.18,167.64,29,2,0,0,Orthodox,162.56,170.18,35,4,0,0,Mark Smith,44184,"Las Vegas, Nevada, USA",FALSE,0,0.46625,0.0625,181.375,87.375,0.75,0.125,0.015625,0.46671875,0.27453125,166.296875,86.890625,3.09375,1.203125
Deron Winn,Antonio Arroyo,Red,CatchWeight,1,2,0,1,118,Orthodox,190.5,185.42,31,0,0,0,Orthodox,167.64,177.8,31,1,0,0,Dan Miragliotta,44184,"Las Vegas, Nevada, USA",FALSE,0,0.61,1,67,47,1,1,0,0.485,0.35,172.25,85.75,5.5,2
Stephen Thompson,Geoff Neal,Red,Welterweight,10,5,5,0,119,Southpaw,180.34,190.5,30,1,3,1,Orthodox,182.88,190.5,37,5,5,0,Marc Goddard,44184,"Las Vegas, Nevada, USA",FALSE,0.875,0.6025,0.125,62.0625,34.4375,1,0.5,0.5723266602,0.4714422607,0.0009497070313,183.8056641,93.23303223,0.1474609375,0.002685546875
Jose Aldo,Marlon Vera,Red,Bantamweight,10,6,10,5,120,Switch,172.72,177.8,28,1,5,4,Orthodox,170.18,177.8,34,6,4,0,Dan Miragliotta,44184,"Las Vegas, Nevada, USA",FALSE,0.05541992188,0.5792651367,0.2452392578,85.81951904,52.12841797,1.001525879,0.6019897461,0.03231811523,0.4644473267,0.0007077026367,137.5007019,66.99008179,0.6433410645,0.002349853516
Anthony Pettis,Alex Morono,Red,Welterweight,10,9,7,4,121,Orthodox,180.34,182.88,30,5,1,1,Orthodox,177.8,182.88,33,3,3,4,Marc Goddard,44184,"Las Vegas, Nevada, USA",FALSE,0.134765625,0.4238378906,0.5,226.6748047,121.2060547,1.690429688,1.5,0.09377288818,0.524369545,0.0097681427,107.1293526,63.00987625,0.5211524963,0.01174163818
Marcin Tybura,Greg Hardy,Red,Heavyweight,7,5,4,3,122,Orthodox,195.58,203.2,32,1,3,0,Orthodox,190.5,198.12,35,5,2,0,Dan Miragliotta,44184,"Las Vegas, Nevada, USA",FALSE,0.5,0.53796875,0.5,103.109375,56.1875,0.75,0.5,0.00048828125,0.5042236328,0.3220947266,198.6674805,113.7280273,4.388183594,1.595214844
Michel Pereira,Khaos Williams,Red,Welterweight,2,2,2,0,123,Orthodox,182.88,195.58,26,0,2,0,Orthodox,185.42,185.42,27,0,1,1,Mark Smith,44184,"Las Vegas, Nevada, USA",FALSE,1,0.54,0,13.5,7.5,0.5,0,0.375,0.55,0.8,115.25,65.75,1.625,1.25
Gillian Robertson,Taila Santos,Blue,WomenFlyweight,6,2,1,1,124,Orthodox,167.64,172.72,27,1,0,0,Orthodox,165.1,160.02,25,1,1,4,Mark Smith,44184,"Las Vegas, Nevada, USA",FALSE,0,0.375,0.855,143.5,66,4,3,0,0.524765625,0.47125,107.765625,68.125,5.1484375,2.4765625
Jimmy Flick,Cody Durden,Red,Flyweight,0,0,0,1,125,Southpaw,170.18,170.18,29,0,0,0,Orthodox,170.18,172.72,30,0,0,0,Jerin Valel,44184,"Las Vegas, Nevada, USA",FALSE,0,0.42,0.15,189,95,13,2,,,,,,,
Tafon Nchukwi,Jamie Pickett,Red,Middleweight,0,0,0,0,126,Orthodox,187.96,203.2,32,0,0,0,Orthodox,182.88,195.58,26,0,0,0,Chris Tognoni,44184,"Las Vegas, Nevada, USA",FALSE,,,,,,,,,,,,,,
Christos Giagos,Carlton Minus,Red,CatchWeight,3,4,0,1,127,Orthodox,177.8,190.5,27,0,0,0,Orthodox,177.8,180.34,30,2,0,1,Chris Tognoni,44184,"Las Vegas, Nevada, USA",FALSE,0,0.42,0,197,89,1,0,0,0.461875,0.393125,153.890625,84.328125,7.140625,3.140625
Renato Moicano,Rafael Fiziev,Blue,Lightweight,6,3,2,1,128,Switch,172.72,180.34,27,2,0,0,Orthodox,180.34,182.88,31,3,0,3,Chris Tognoni,44177,"Las Vegas, Nevada, USA",FALSE,0,0.685,0.5,98.75,59.5,1.25,0.75,0.0625,0.3606640625,0.551953125,25.5625,12.8203125,0.703125,0.61328125
Kevin Holland,Jacare Souza,Red,Middleweight,7,2,9,5,129,Orthodox,185.42,182.88,41,1,4,4,Orthodox,190.5,205.74,28,3,2,2,Mark Smith,44177,"Las Vegas, Nevada, USA",FALSE,0.1563720703,0.4618603516,0.01883422852,125.0751953,76.32556152,3.938964844,0.09533691406,0.3125,0.7531640625,0.5383984375,99.2890625,74.58203125,1.87109375,1.05859375
Mackenzie Dern,Virna Jandiroba,Red,WomenStrawweight,4,1,2,1,130,Orthodox,160.02,162.56,32,0,0,2,Orthodox,162.56,160.02,27,1,0,3,Jason Herzog,44177,"Las Vegas, Nevada, USA",FALSE,0,0.6,0.77,38.5,27,3.75,2,0.0625,0.4775,0.01,47,18.75,1.375,0.0625
Tony Ferguson,Charles Oliveira,Blue,Lightweight,15,2,17,9,131,Orthodox,177.8,187.96,31,1,2,14,Orthodox,180.34,193.04,36,4,3,6,Mark Smith,44177,"Las Vegas, Nevada, USA",FALSE,0.3750611544,0.6097271004,0.1075432485,53.74068826,36.01949319,0.9300604761,0.1410633922,0.004165649414,0.4913665771,0.003092346191,245.3777466,120.3203735,0.08558654785,0.003234863281
Deiveson Figueiredo,Brandon Moreno,Draw,Flyweight,9,1,6,3,132,Orthodox,170.18,177.8,27,3,1,2,Orthodox,165.1,172.72,32,2,4,3,Jason Herzog,44177,"Las Vegas, Nevada, USA",TRUE,0.0703125,0.4219140625,0.584453125,124.0585938,69.05859375,1.9609375,1.2109375,0.677734375,0.661953125,0.1552148438,28.00585938,19.59960938,0.365234375,0.216796875
Junior Dos Santos,Ciryl Gane,Blue,Heavyweight,15,7,3,0,133,Orthodox,193.04,205.74,30,1,0,2,Orthodox,193.04,195.58,36,5,10,0,Jerin Valel,44177,"Las Vegas, Nevada, USA",FALSE,0.25,0.5075,0.25,130.25,62.25,1.5,0.75,0.09533643723,0.4712416506,0.001239776611,41.61047983,19.88912821,0.01750183105,0.001258850098
Gavin Tucker,Billy Quarantillo,Red,Featherweight,3,1,3,0,134,Orthodox,177.8,177.8,32,1,1,1,Southpaw,167.64,167.64,34,1,0,2,Jerin Valel,44177,"Las Vegas, Nevada, USA",FALSE,0.5,0.66,0.58,167.5,118.25,4,1.75,0,0.42875,0.47,159.375,69.125,4.875,1.875
Cub Swanson,Daniel Pineda,Red,Featherweight,11,7,4,4,135,Orthodox,170.18,175.26,35,0,1,3,Orthodox,172.72,177.8,37,7,4,0,Mark Smith,44177,"Las Vegas, Nevada, USA",FALSE,0.0078125,0.621484375,0.35421875,145.171875,109.2265625,3.4921875,0.8984375,0.004081726074,0.4808171082,0.01754211426,237.2816391,117.5402832,0.5930557251,0.05104827881
Tecia Torres,Sam Hughes,Red,WomenStrawweight,7,5,0,0,136,Orthodox,165.1,162.56,28,0,0,0,Orthodox,154.94,152.4,31,6,0,1,Jason Herzog,44177,"Las Vegas, Nevada, USA",FALSE,,,,,,,,0.00048828125,0.4402441406,0.04158203125,156.2675781,83.69140625,4.168457031,0.08349609375
Chase Hooper,Peter Barrett,Red,Featherweight,1,1,0,1,137,Southpaw,177.8,185.42,34,0,0,0,Southpaw,185.42,187.96,21,0,1,0,Chris Tognoni,44177,"Las Vegas, Nevada, USA",FALSE,0,0.4,0,107,68,2,0,0,0.415,0.165,133.5,48.5,2.5,0.5
Gabriel Benitez,Justin Jaynes,Red,Lightweight,5,4,1,1,138,Orthodox,170.18,172.72,31,0,1,0,Southpaw,172.72,180.34,32,2,1,2,,44170,"Las Vegas, Nevada, USA",FALSE,1,0.465,0,66.5,29,0.5,0,0.140625,0.3269140625,0.125,130.2148438,41.10546875,0.625,0.125
Roman Dolidze,John Allan,Red,LightHeavyweight,1,0,0,1,139,Orthodox,185.42,190.5,27,0,0,0,Orthodox,187.96,193.04,32,0,1,0,Herb Dean,44170,"Las Vegas, Nevada, USA",FALSE,0,0.42,0.66,154,75,6,4,1,0.86,0,22,19,0,0
Ilia Topuria,Damon Jackson,Red,Featherweight,1,0,1,3,140,Switch,180.34,180.34,32,0,0,1,Orthodox,170.18,175.26,23,1,0,0,Mark Smith,44170,"Las Vegas, Nevada, USA",FALSE,0,0.41,0.09375,69.875,35.625,2.625,0.375,0,0.39,0.55,62,30,9,5
Louis Smolka,Jose Quinonez,Red,Bantamweight,7,7,5,3,141,Southpaw,172.72,175.26,30,4,0,1,Orthodox,175.26,172.72,29,2,3,2,Jason Herzog,44170,"Las Vegas, Nevada, USA",FALSE,0.28125,0.259375,0.177421875,59.46875,29.28125,2.46875,0.890625,0.2502441406,0.4541894531,0.03421630859,66.16674805,31.37854004,0.9383544922,0.1536865234
Gian Villante,Jake Collier,Blue,Heavyweight,7,9,3,4,142,Orthodox,190.5,198.12,32,2,1,0,Orthodox,190.5,193.04,35,3,4,0,Chris Tognoni,44170,"Las Vegas, Nevada, USA",FALSE,0.09375,0.38171875,0.0228125,95.25,43.6875,1.140625,0.09375,0.5049133301,0.5450372314,0.0005340576172,115.1970825,65.48901367,0.1362609863,0.0007019042969
Ovince Saint Preux,Jamahal Hill,Blue,LightHeavyweight,13,9,1,1,143,Southpaw,193.04,200.66,29,1,0,0,Southpaw,190.5,203.2,37,2,6,5,Jason Herzog,44170,"Las Vegas, Nevada, USA",FALSE,1,0.505,0,130,58,0,0,0.7539291382,0.4305682802,0.08974815369,72.37950373,32.68680716,1.05175972,0.3452882767
Matt Wiman,Jordan Leavitt,Blue,Lightweight,10,7,0,0,144,Southpaw,175.26,180.34,25,0,0,0,Orthodox,177.8,172.72,37,5,2,3,Chris Tognoni,44170,"Las Vegas, Nevada, USA",FALSE,,,,,,,,0.0001220703125,0.5102427673,0.09400802612,53.7804718,34.02490234,1.437561035,0.3288269043
Jack Hermansson,Marvin Vettori,Blue,Middleweight,8,3,5,3,145,Southpaw,182.88,187.96,27,3,0,2,Orthodox,185.42,195.58,32,2,3,3,Herb Dean,44170,"Las Vegas, Nevada, USA",FALSE,0,0.5634375,0.4353125,133.625,73.5859375,2.53125,1.4375,0,0.4726757813,0.146015625,80.06347656,41.54785156,3.51171875,0.7724609375
Ashlee Evans-Smith,Norma Dumont,Blue,WomenBantamweight,3,4,0,1,146,Orthodox,170.18,170.18,30,0,0,0,Orthodox,172.72,170.18,33,2,1,0,Jason Herzog,44163,"Las Vegas, Nevada, USA",FALSE,0,0.31,0.33,25,14,3,1,0,0.32984375,0.190625,223.828125,77.46875,6.53125,1.34375
Jonathan Pearce,Kai Kamaka,Red,Featherweight,0,1,1,0,147,Orthodox,170.18,175.26,25,1,0,0,Switch,182.88,180.34,28,0,0,0,Dan Miragliotta,44163,"Las Vegas, Nevada, USA",FALSE,0,0.61,1,216,138,5,5,0,0.42,0,19,8,0,0
Miguel Baeza,Takashi Sato,Red,Welterweight,2,0,2,1,148,Southpaw,177.8,185.42,30,0,2,0,Orthodox,187.96,187.96,28,0,2,0,Dan Miragliotta,44163,"Las Vegas, Nevada, USA",FALSE,0.75,0.605,0.125,52.75,25.75,0.5,0.25,1.5,0.535,0.5,70,38.5,0.5,0.5
Josh Parisian,Parker Porter,Blue,Heavyweight,0,0,0,1,149,Orthodox,182.88,190.5,35,0,0,0,Orthodox,193.04,200.66,31,0,0,0,Mark Smith,44163,"Las Vegas, Nevada, USA",FALSE,0,0.32,0,53,18,0,0,,,,,,,
Anthony Smith,Devin Clark,Red,LightHeavyweight,8,6,6,4,150,Orthodox,182.88,190.5,30,6,0,0,Orthodox,193.04,193.04,32,1,5,2,Herb Dean,44163,"Las Vegas, Nevada, USA",FALSE,0.033203125,0.6161523438,0.3455859375,157.0058594,118.3808594,7.353515625,1.75390625,0.02685546875,0.4390893555,0.09415039063,102.4179688,53.66320801,1.991821289,0.2854003906
Spike Carlyle,Bill Algeo,Blue,Featherweight,1,1,0,1,151,Switch,182.88,185.42,31,0,0,0,Switch,172.72,180.34,27,0,1,0,Herb Dean,44163,"Las Vegas, Nevada, USA",FALSE,0,0.52,1,224,145,1,1,0,0.62,0.25,70,46.5,3,1.5
Martin Day,Anderson Dos Santos,Blue,Bantamweight,0,2,0,2,152,Orthodox,165.1,177.8,35,0,0,0,Orthodox,177.8,185.42,32,0,0,0,Herb Dean,44163,"Las Vegas, Nevada, USA",FALSE,0,0.265,0.11,168.5,56.5,5,1,1,0.46,0.5,193,98,1,0.5
Luke Sanders,Nate Maness,Blue,CatchWeight,3,3,1,0,153,Orthodox,177.8,182.88,29,1,0,0,Southpaw,167.64,170.18,34,1,1,1,Jason Herzog,44163,"Las Vegas, Nevada, USA",FALSE,0,0.42,1,194,158,1,1,0.65625,0.4975,0.015625,70.21875,36.09375,0.625,0.03125
Gina Mazany,Rachael Ostovich,Red,WomenFlyweight,1,4,1,2,154,Orthodox,160.02,157.48,29,0,0,1,Southpaw,167.64,172.72,32,1,0,0,Mark Smith,44163,"Las Vegas, Nevada, USA",FALSE,0,0.515,0.75,39.25,19.75,2.25,2.25,0,0.47875,0.169375,49.3125,33.625,1.1875,0.5625
Su Mudaerji,Malcolm Gordon,Red,Flyweight,1,1,0,1,155,Switch,170.18,180.34,30,0,0,0,Southpaw,172.72,182.88,24,1,0,0,Dan Miragliotta,44163,"Las Vegas, Nevada, USA",FALSE,0,0.18,0,18,5,0,0,0,0.595,0.5,100.5,61.5,0.5,0.5
